episode,steps,total_steps,return,status,on_pad,fuel,epsilon,loss_mean,q_mean,return_avg100,pad_rate100,seconds
278,1000,145339,-49.74,timeout,0,176.88,0.05,0.0824,6.845,-38.13,0.12,48.1
279,1000,146339,-33.28,timeout,0,168.27,0.05,0.0712,13.994,-37.53,0.12,48.4
280,556,146895,42.85,landed_off_pad,0,84.9,0.05,0.084,19.622,-35.81,0.12,48.6
281,603,147498,62.55,landed_off_pad,0,93.33,0.05,0.0912,9.509,-34.46,0.12,48.8
282,910,148408,23.23,landed_off_pad,0,150.21,0.05,0.1082,8.849,-32.93,0.12,49.1
283,970,149378,-286.35,crashed,0,125.28,0.05,0.098,23.82,-35.33,0.12,49.4
284,1000,150378,-28.09,timeout,0,175.71,0.05,0.0887,4.628,-35.32,0.12,49.7
285,1000,151378,-39.74,timeout,0,175.35,0.05,0.1113,4.997,-34.24,0.12,50.0
286,1000,152378,-61.21,timeout,0,175.29,0.05,0.1077,5.932,-33.86,0.12,50.3
287,1000,153378,-25.54,timeout,0,174.69,0.05,0.1228,4.952,-33.93,0.12,50.7
288,1000,154378,-35.05,timeout,0,174.6,0.05,0.0892,6.804,-33.29,0.12,51.0
289,917,155295,32.16,landed_off_pad,0,152.88,0.05,0.1224,8.777,-30.49,0.12,51.3
290,1000,156295,-73.27,timeout,0,126.42,0.05,0.1082,32.352,-30.41,0.12,51.6
291,1000,157295,-14.42,timeout,0,174.33,0.05,0.0987,5.684,-29.63,0.12,51.9
292,1000,158295,-121.47,timeout,0,170.19,0.05,0.1099,1.109,-30.23,0.12,52.2
293,1000,159295,-32.54,timeout,0,173.49,0.05,0.0975,5.895,-29.94,0.12,52.5
294,1000,160295,-19.08,timeout,0,95.82,0.05,0.1059,34.13,-29.75,0.12,52.9
295,1000,161295,-39.68,timeout,0,168.12,0.05,0.1275,6.151,-29.61,0.12,53.2
296,1000,162295,-32.94,timeout,0,171.75,0.05,0.1343,4.88,-29.37,0.12,53.5
297,1000,163295,-36.96,timeout,0,174.66,0.05,0.1005,5.042,-27.87,0.12,53.8
298,1000,164295,-39.07,timeout,0,171.0,0.05,0.0811,4.393,-27.53,0.12,54.1
299,798,165093,46.26,landed_off_pad,0,134.49,0.05,0.1096,8.7,-26.29,0.12,54.4
300,1000,166093,-114.88,timeout,0,170.37,0.05,0.1053,-4.628,-27.04,0.12,54.7
301,1000,167093,-39.12,timeout,0,172.65,0.05,0.133,3.532,-25.22,0.12,55.7
302,1000,168093,-45.9,timeout,0,123.06,0.05,0.1068,44.267,-24.78,0.12,56.0
303,1000,169093,-32.74,timeout,0,116.4,0.05,0.0918,47.769,-24.45,0.12,56.3
304,1000,170093,36.77,timeout,0,93.78,0.05,0.1121,35.058,-22.39,0.12,56.6
305,1000,171093,-110.03,timeout,0,172.65,0.05,0.1321,11.031,-22.71,0.12,57.0
306,1000,172093,6.59,timeout,0,123.84,0.05,0.0983,21.085,-21.99,0.12,57.3
307,1000,173093,-61.1,timeout,0,173.97,0.05,0.1158,8.707,-21.83,0.12,57.6
308,1000,174093,-34.47,timeout,0,142.05,0.05,0.108,17.239,-21.25,0.12,57.9
309,1000,175093,-53.66,timeout,0,176.85,0.05,0.1172,4.652,-21.22,0.12,58.2
310,1000,176093,-34.09,timeout,0,173.91,0.05,0.1301,3.932,-20.87,0.12,58.5
311,738,176831,55.68,landed_off_pad,0,117.78,0.05,0.1333,12.152,-19.7,0.12,58.8
312,1000,177831,38.66,timeout,0,90.66,0.05,0.1097,41.025,-18.94,0.12,59.1
313,969,178800,25.86,landed_off_pad,0,163.5,0.05,0.1437,8.203,-18.21,0.12,59.4
314,1000,179800,-24.45,timeout,0,172.83,0.05,0.1187,4.12,-18.0,0.12,59.7
315,910,180710,-362.47,crashed,0,119.37,0.05,0.0997,38.523,-20.52,0.12,60.0
316,654,181364,174.78,landed_on_pad,1,109.02,0.05,0.0914,11.725,-18.66,0.13,60.2
317,775,182139,46.84,landed_off_pad,0,127.17,0.05,0.1345,11.694,-17.79,0.13,60.4
318,591,182730,26.61,landed_off_pad,0,86.61,0.05,0.0849,8.771,-15.66,0.13,60.6
319,1000,183730,-119.02,timeout,0,180.69,0.05,0.1406,-4.755,-16.35,0.13,61.0
320,762,184492,146.09,landed_on_pad,1,127.17,0.05,0.1333,8.74,-14.59,0.14,61.2
321,617,185109,93.36,landed_off_pad,0,97.77,0.05,0.1275,15.767,-13.19,0.14,61.4
322,1000,186109,-32.06,timeout,0,173.97,0.05,0.1446,2.943,-13.32,0.14,61.7
323,929,187038,152.75,landed_on_pad,1,127.29,0.05,0.1444,8.765,-11.52,0.15,62.0
324,1000,188038,-31.36,timeout,0,140.16,0.05,0.1346,17.965,-11.51,0.15,62.3
325,1000,189038,-62.0,timeout,0,144.87,0.05,0.155,26.584,-12.16,0.15,62.6
326,1000,190038,-2.4,timeout,0,124.44,0.05,0.1537,31.607,-11.83,0.15,62.9
327,1000,191038,-24.33,timeout,0,132.33,0.05,0.167,23.962,-12.12,0.15,63.3
328,1000,192038,-26.59,timeout,0,110.61,0.05,0.1619,30.409,-13.77,0.14,63.6
329,570,192608,168.89,landed_on_pad,1,92.79,0.05,0.2329,9.9,-13.2,0.14,63.7
330,1000,193608,3.85,timeout,0,115.53,0.05,0.1868,27.356,-13.04,0.14,64.1
331,1000,194608,13.56,timeout,0,118.71,0.05,0.1796,29.702,-12.49,0.14,64.4
332,480,195088,195.27,landed_on_pad,1,78.09,0.05,0.216,21.006,-10.21,0.15,64.5
333,1000,196088,-38.15,timeout,0,171.3,0.05,0.161,26.264,-10.41,0.15,64.9
334,755,196843,-15.1,landed_off_pad,0,124.68,0.05,0.1372,20.295,-10.36,0.15,65.1
335,1000,197843,-39.54,timeout,0,147.0,0.05,0.1909,20.257,-10.52,0.15,65.4
336,275,198118,-203.2,out_of_bounds,0,49.95,0.05,0.1527,8.313,-12.31,0.15,65.5
337,1000,199118,-72.29,timeout,0,154.95,0.05,0.1582,15.211,-14.39,0.14,65.8
338,1000,200118,-3.49,timeout,0,150.81,0.05,0.1929,13.141,-15.75,0.13,66.1
339,1000,201118,-30.29,timeout,0,150.42,0.05,0.1714,13.364,-17.57,0.12,66.4
340,1000,202118,-21.45,timeout,0,165.66,0.05,0.1937,7.721,-19.43,0.11,66.7
341,946,203064,129.05,landed_on_pad,1,149.94,0.05,0.1646,9.674,-19.79,0.11,67.0
342,1000,204064,3.81,timeout,0,164.52,0.05,0.2152,7.056,-21.19,0.1,67.4
343,374,204438,247.39,landed_on_pad,1,56.61,0.05,0.1476,38.906,-18.36,0.11,67.5
344,458,204896,218.79,landed_on_pad,1,74.91,0.05,0.172,20.516,-16.4,0.12,67.6
345,1000,205896,-35.78,timeout,0,173.1,0.05,0.1541,8.165,-16.64,0.12,67.9
346,1000,206896,-13.57,timeout,0,165.99,0.05,0.1811,11.785,-18.19,0.11,68.2
347,1000,207896,-28.24,timeout,0,144.24,0.05,0.2033,15.238,-19.85,0.1,68.6
348,1000,208896,-5.47,timeout,0,129.33,0.05,0.173,24.107,-21.55,0.09,68.9
349,585,209481,180.73,landed_on_pad,1,95.34,0.05,0.2699,15.659,-19.48,0.1,69.1
350,407,209888,129.46,landed_off_pad,0,63.78,0.05,0.1552,21.911,-17.76,0.1,69.2
351,1000,210888,22.7,timeout,0,161.31,0.05,0.1662,5.787,-17.37,0.1,70.1
352,485,211373,97.46,landed_off_pad,0,78.42,0.05,0.2585,17.69,-17.61,0.09,70.2
353,847,212220,143.51,landed_on_pad,1,138.09,0.05,0.1697,10.523,-15.77,0.1,70.5
354,810,213030,153.23,landed_on_pad,1,126.81,0.05,0.1558,8.581,-13.8,0.11,70.8
355,521,213551,176.24,landed_on_pad,1,87.09,0.05,0.1649,15.643,-11.49,0.12,70.9
356,343,213894,231.19,landed_on_pad,1,55.77,0.05,0.191,28.186,-8.79,0.13,71.0
357,496,214390,208.17,landed_on_pad,1,76.89,0.05,0.2273,23.58,-6.41,0.14,71.2
358,1000,215390,-3.65,timeout,0,138.27,0.05,0.1887,20.147,-5.96,0.14,71.5
359,351,215741,204.87,landed_on_pad,1,54.69,0.05,0.1895,29.018,-3.53,0.15,71.6
360,754,216495,157.2,landed_on_pad,1,127.89,0.05,0.1753,12.119,0.29,0.16,71.9
361,561,217056,180.53,landed_on_pad,1,93.21,0.05,0.1466,16.742,2.66,0.17,72.0
362,580,217636,174.57,landed_on_pad,1,98.04,0.05,0.2245,14.302,5.47,0.18,72.2
363,916,218552,129.44,landed_on_pad,1,153.6,0.05,0.1728,11.163,6.41,0.19,72.5
364,1000,219552,-26.4,timeout,0,173.07,0.05,0.1854,3.058,6.63,0.19,72.8
365,705,220257,154.18,landed_on_pad,1,119.43,0.05,0.2871,13.714,8.54,0.2,73.0
366,570,220827,177.23,landed_on_pad,1,94.95,0.05,0.2542,17.428,10.71,0.21,73.2
367,447,221274,193.53,landed_on_pad,1,72.39,0.05,0.2187,21.253,12.29,0.22,73.4
368,1000,222274,-46.55,timeout,0,174.21,0.05,0.2406,2.351,13.23,0.22,73.7
369,902,223176,38.81,landed_off_pad,0,150.27,0.05,0.237,6.671,14.65,0.22,74.0
370,572,223748,176.41,landed_on_pad,1,95.22,0.05,0.1577,19.106,17.44,0.23,74.2
371,746,224494,65.92,landed_off_pad,0,128.22,0.05,0.2057,6.227,18.61,0.23,74.4
372,694,225188,-206.02,out_of_bounds,0,118.11,0.05,0.2344,-0.962,17.23,0.23,74.6
373,727,225915,57.59,landed_off_pad,0,123.87,0.05,0.2349,7.4,19.81,0.23,74.9
374,519,226434,193.7,landed_on_pad,1,86.76,0.05,0.3352,15.918,21.97,0.24,75.0
375,433,226867,212.64,landed_on_pad,1,69.6,0.05,0.2686,23.342,24.61,0.25,75.2
376,991,227858,-14.67,landed_off_pad,0,170.61,0.05,0.1848,2.343,24.54,0.25,75.5
377,1000,228858,-41.94,timeout,0,163.74,0.05,0.3067,5.157,24.26,0.25,75.8
378,458,229316,211.9,landed_on_pad,1,73.86,0.05,0.2921,19.723,26.88,0.26,75.9
379,512,229828,201.62,landed_on_pad,1,79.86,0.05,0.1991,19.321,29.23,0.27,76.1
380,991,230819,26.99,landed_off_pad,0,168.6,0.05,0.1903,2.841,29.07,0.27,76.4
381,685,231504,78.89,landed_off_pad,0,114.27,0.05,0.24,11.155,29.23,0.27,76.6
382,1000,232504,-22.44,timeout,0,160.8,0.05,0.247,6.851,28.77,0.27,76.9
383,514,233018,186.55,landed_on_pad,1,83.28,0.05,0.2591,15.341,33.5,0.28,77.1
384,1000,234018,-24.53,timeout,0,164.07,0.05,0.2833,10.4,33.54,0.28,77.4
385,1000,235018,-17.15,timeout,0,156.81,0.05,0.2651,5.628,33.76,0.28,77.8
386,1000,236018,3.05,timeout,0,157.74,0.05,0.35,10.108,34.41,0.28,78.1
387,456,236474,216.16,landed_on_pad,1,75.15,0.05,0.2017,20.223,36.82,0.29,78.3
388,1000,237474,-29.14,timeout,0,170.28,0.05,0.2381,2.186,36.88,0.29,78.6
389,641,238115,181.41,landed_on_pad,1,107.04,0.05,0.2439,15.85,38.38,0.3,78.8
390,1000,239115,-1.45,timeout,0,150.96,0.05,0.1829,8.883,39.09,0.3,79.1
391,504,239619,202.81,landed_on_pad,1,80.49,0.05,0.1803,17.696,41.27,0.31,79.3
392,465,240084,191.18,landed_on_pad,1,75.27,0.05,0.4853,18.061,44.39,0.32,79.4
393,316,240400,234.84,landed_on_pad,1,51.78,0.05,0.2141,26.216,47.07,0.33,79.5
394,469,240869,212.19,landed_on_pad,1,74.16,0.05,0.2389,23.708,49.38,0.34,79.7
395,1000,241869,-4.36,timeout,0,149.43,0.05,0.3072,11.167,49.73,0.34,80.0
396,422,242291,205.02,landed_on_pad,1,67.23,0.05,0.4176,18.952,52.11,0.35,80.1
397,1000,243291,0.7,timeout,0,156.54,0.05,0.2844,6.458,52.49,0.35,80.4
398,1000,244291,16.02,timeout,0,160.47,0.05,0.2786,7.244,53.04,0.35,80.7
399,413,244704,213.56,landed_on_pad,1,66.69,0.05,0.2053,23.501,54.71,0.36,80.9
400,536,245240,213.06,landed_on_pad,1,81.93,0.05,0.2761,19.683,57.99,0.37,81.1
401,855,246095,148.84,landed_on_pad,1,129.3,0.05,0.2981,4.438,59.87,0.38,81.9
402,1000,247095,-10.93,timeout,0,161.1,0.05,0.3321,3.615,60.22,0.38,82.3
403,656,247751,191.17,landed_on_pad,1,107.94,0.05,0.167,15.182,62.46,0.39,82.5
404,1000,248751,-48.43,timeout,0,172.23,0.05,0.3432,0.675,61.61,0.39,82.8
405,696,249447,184.24,landed_on_pad,1,107.91,0.05,0.2706,14.072,64.55,0.4,83.0
406,336,249783,234.4,landed_on_pad,1,54.18,0.05,0.2877,25.784,66.83,0.41,83.1
407,1000,250783,-2.48,timeout,0,159.42,0.05,0.1808,3.384,67.42,0.41,83.4
408,887,251670,125.53,landed_on_pad,1,139.98,0.05,0.2836,8.155,69.02,0.42,83.7
409,685,252355,187.71,landed_on_pad,1,105.78,0.05,0.3054,12.254,71.43,0.43,83.9
410,640,252995,174.86,landed_on_pad,1,106.14,0.05,0.2032,11.836,73.52,0.44,84.1
411,924,253919,125.87,landed_on_pad,1,144.24,0.05,0.2954,3.381,74.22,0.45,84.4
412,497,254416,185.3,landed_on_pad,1,78.39,0.05,0.3,14.212,75.69,0.46,84.6
413,529,254945,176.42,landed_on_pad,1,84.54,0.05,0.2629,12.451,77.19,0.47,84.8
414,1000,255945,-6.0,timeout,0,158.67,0.05,0.2342,1.598,77.38,0.47,85.1
415,468,256413,204.04,landed_on_pad,1,70.98,0.05,0.2853,19.889,83.04,0.48,85.2
416,415,256828,200.94,landed_on_pad,1,64.23,0.05,0.2396,23.404,83.3,0.48,85.4
417,910,257738,123.68,landed_on_pad,1,144.39,0.05,0.2779,9.061,84.07,0.49,85.7
418,522,258260,112.92,landed_off_pad,0,84.75,0.05,0.369,17.037,84.94,0.49,85.8
419,563,258823,182.2,landed_on_pad,1,94.02,0.05,0.329,15.042,87.95,0.5,86.0
420,771,259594,146.92,landed_on_pad,1,128.67,0.05,0.2862,9.365,87.96,0.5,86.3
421,637,260231,95.92,landed_off_pad,0,97.05,0.05,0.2149,12.824,87.98,0.5,86.5
422,458,260689,211.36,landed_on_pad,1,71.85,0.05,0.1972,17.761,90.42,0.51,86.6
423,615,261304,184.86,landed_on_pad,1,97.5,0.05,0.2683,13.58,90.74,0.51,86.8
424,545,261849,114.68,landed_off_pad,0,86.67,0.05,0.2671,18.485,92.2,0.51,87.0
425,362,262211,222.27,landed_on_pad,1,54.99,0.05,0.1771,22.08,95.04,0.52,87.1
426,721,262932,163.76,landed_on_pad,1,112.41,0.05,0.2269,12.853,96.7,0.53,87.3
427,403,263335,197.95,landed_on_pad,1,62.58,0.05,0.1749,19.769,98.92,0.54,87.5
428,602,263937,187.09,landed_on_pad,1,94.44,0.05,0.2399,16.692,101.06,0.55,87.7
429,632,264569,187.68,landed_on_pad,1,104.76,0.05,0.1999,13.073,101.25,0.55,87.9
430,578,265147,185.53,landed_on_pad,1,94.23,0.05,0.2581,13.931,103.07,0.56,88.0
431,930,266077,129.29,landed_on_pad,1,161.4,0.05,0.177,6.705,104.22,0.57,88.3
432,612,266689,159.5,landed_on_pad,1,97.65,0.05,0.2175,10.268,103.87,0.57,88.5
433,918,267607,131.08,landed_on_pad,1,148.53,0.05,0.312,7.438,105.56,0.58,88.8
434,505,268112,182.59,landed_on_pad,1,82.89,0.05,0.1697,16.18,107.54,0.59,89.0
435,459,268571,130.61,landed_off_pad,0,73.98,0.05,0.1895,17.159,109.24,0.59,89.1
436,500,269071,199.84,landed_on_pad,1,80.22,0.05,0.2565,16.215,113.27,0.6,89.3
437,435,269506,218.68,landed_on_pad,1,69.03,0.05,0.2072,18.73,116.18,0.61,89.4
438,707,270213,163.11,landed_on_pad,1,117.48,0.05,0.2783,8.944,117.84,0.62,89.7
439,624,270837,90.45,landed_off_pad,0,99.21,0.05,0.2875,9.437,119.05,0.62,89.9
440,419,271256,134.81,landed_off_pad,0,68.31,0.05,0.2975,18.419,120.61,0.62,90.0
441,538,271794,194.7,landed_on_pad,1,85.53,0.05,0.2643,14.786,121.27,0.62,90.2
442,452,272246,215.29,landed_on_pad,1,72.42,0.05,0.1999,19.67,123.38,0.63,90.3
443,496,272742,210.79,landed_on_pad,1,77.7,0.05,0.2424,16.531,123.02,0.63,90.5
444,500,273242,185.62,landed_on_pad,1,73.74,0.05,0.2089,17.657,122.69,0.63,90.6
445,1000,274242,-14.46,timeout,0,142.95,0.05,0.2537,1.6,122.9,0.63,91.0
446,449,274691,117.24,landed_off_pad,0,74.49,0.05,0.2371,17.567,124.21,0.63,91.1
447,620,275311,168.32,landed_on_pad,1,99.51,0.05,0.2275,11.972,126.17,0.64,91.3
448,571,275882,186.58,landed_on_pad,1,93.54,0.05,0.2914,15.109,128.09,0.65,91.5
449,344,276226,203.16,landed_on_pad,1,53.64,0.05,0.2368,26.482,128.32,0.65,91.6
450,601,276827,87.57,landed_off_pad,0,100.41,0.05,0.2333,12.706,127.9,0.65,91.8
451,292,277119,229.71,landed_on_pad,1,45.51,0.05,0.2784,28.891,129.97,0.66,92.4
452,456,277575,208.83,landed_on_pad,1,72.63,0.05,0.3577,18.75,131.08,0.67,92.6
453,341,277916,214.0,landed_on_pad,1,54.51,0.05,0.4266,22.784,131.79,0.67,92.7
454,548,278464,179.74,landed_on_pad,1,84.63,0.05,0.2456,11.515,132.05,0.67,92.9
455,396,278860,218.39,landed_on_pad,1,63.36,0.05,0.1522,20.216,132.47,0.67,93.0
456,426,279286,203.44,landed_on_pad,1,66.12,0.05,0.2596,15.168,132.2,0.67,93.1
457,552,279838,190.25,landed_on_pad,1,87.21,0.05,0.3355,12.819,132.02,0.67,93.3
458,539,280377,189.02,landed_on_pad,1,89.97,0.05,0.2476,13.447,133.94,0.68,93.5
459,474,280851,194.2,landed_on_pad,1,77.49,0.05,0.3062,15.61,133.84,0.68,93.6
460,315,281166,224.2,landed_on_pad,1,48.81,0.05,0.2343,26.524,134.51,0.68,93.7
461,435,281601,196.23,landed_on_pad,1,70.29,0.05,0.1331,20.362,134.66,0.68,93.9
462,492,282093,182.69,landed_on_pad,1,80.91,0.05,0.2267,15.905,134.75,0.68,94.0
463,498,282591,94.07,landed_off_pad,0,79.68,0.05,0.295,16.976,134.39,0.67,94.2
464,610,283201,87.65,landed_off_pad,0,101.46,0.05,0.4015,10.26,135.53,0.67,94.4
465,652,283853,181.43,landed_on_pad,1,108.87,0.05,0.2509,11.939,135.81,0.67,94.6
466,369,284222,216.81,landed_on_pad,1,57.33,0.05,0.1887,21.908,136.2,0.67,94.7
467,235,284457,176.26,landed_off_pad,0,34.59,0.05,0.2993,42.442,136.03,0.66,94.8
468,475,284932,107.24,landed_off_pad,0,76.53,0.05,0.2031,17.337,137.57,0.66,95.0
469,654,285586,67.81,landed_off_pad,0,107.1,0.05,0.2782,8.113,137.86,0.66,95.2
470,668,286254,76.77,landed_off_pad,0,104.85,0.05,0.2003,11.393,136.86,0.65,95.4
471,587,286841,81.13,landed_off_pad,0,95.73,0.05,0.3093,14.146,137.01,0.65,95.6
472,604,287445,87.72,landed_off_pad,0,99.84,0.05,0.2989,8.203,139.95,0.65,95.8
473,610,288055,87.4,landed_off_pad,0,99.54,0.05,0.238,12.182,140.25,0.65,96.0
474,619,288674,164.61,landed_on_pad,1,104.91,0.05,0.1643,10.529,139.96,0.65,96.2
475,689,289363,85.91,landed_off_pad,0,115.38,0.05,0.2967,9.402,138.69,0.64,96.4
476,379,289742,206.5,landed_on_pad,1,52.32,0.05,0.2544,24.98,140.9,0.65,96.5
477,456,290198,201.2,landed_on_pad,1,72.72,0.05,0.2117,17.112,143.33,0.66,96.7
478,435,290633,188.65,landed_on_pad,1,70.8,0.05,0.229,16.606,143.1,0.66,96.8
479,250,290883,242.32,landed_on_pad,1,38.79,0.05,0.2649,38.512,143.51,0.66,96.9
480,391,291274,113.01,landed_off_pad,0,64.35,0.05,0.2681,19.337,144.37,0.66,97.0
481,664,291938,91.71,landed_off_pad,0,106.56,0.05,0.2237,12.163,144.5,0.66,97.2
482,724,292662,72.21,landed_off_pad,0,122.07,0.05,0.2956,9.307,145.44,0.66,97.5
483,720,293382,56.03,landed_off_pad,0,117.48,0.05,0.3008,4.615,144.14,0.65,97.7
484,1000,294382,-43.96,timeout,0,175.38,0.05,0.2217,4.021,143.94,0.65,98.0
485,899,295281,39.8,landed_off_pad,0,145.35,0.05,0.2456,2.336,144.51,0.65,98.3
486,468,295749,209.72,landed_on_pad,1,73.62,0.05,0.2114,16.483,146.58,0.66,98.5
487,1000,296749,-57.19,timeout,0,177.3,0.05,0.2094,0.437,143.85,0.65,98.8
488,554,297303,188.64,landed_on_pad,1,86.4,0.05,0.2726,13.231,146.02,0.66,99.0
489,607,297910,70.38,landed_off_pad,0,97.08,0.05,0.2837,11.924,144.91,0.65,99.2
490,519,298429,92.23,landed_off_pad,0,84.6,0.05,0.2087,13.086,145.85,0.65,99.4
491,497,298926,209.86,landed_on_pad,1,79.83,0.05,0.1853,16.04,145.92,0.65,99.5
492,451,299377,200.03,landed_on_pad,1,73.23,0.05,0.261,17.745,146.01,0.65,99.7
493,688,300065,66.61,landed_off_pad,0,115.89,0.05,0.2579,8.942,144.33,0.64,99.9
494,224,300289,174.65,landed_off_pad,0,30.3,0.05,0.2264,43.34,143.95,0.63,100.0
495,424,300713,191.93,landed_on_pad,1,66.6,0.05,0.3417,18.456,145.91,0.64,100.1
496,274,300987,143.28,landed_off_pad,0,41.85,0.05,0.2202,33.732,145.3,0.63,100.2
497,544,301531,109.04,landed_off_pad,0,91.29,0.05,0.188,13.046,146.38,0.63,100.4
498,354,301885,113.33,landed_off_pad,0,55.08,0.05,0.1919,22.918,147.35,0.63,100.5
499,250,302135,167.08,landed_off_pad,0,35.7,0.05,0.2613,35.177,146.89,0.62,100.6
500,656,302791,77.51,landed_off_pad,0,108.96,0.05,0.2113,9.998,145.53,0.61,100.8
501,392,303183,209.98,landed_on_pad,1,57.87,0.05,0.2229,21.335,146.14,0.61,101.3
502,512,303695,108.84,landed_off_pad,0,83.88,0.05,0.1854,13.476,147.34,0.61,101.4
503,261,303956,156.69,landed_off_pad,0,32.61,0.05,0.1667,36.506,147.0,0.6,101.5
504,302,304258,238.48,landed_on_pad,1,43.23,0.05,0.2503,28.234,149.87,0.61,101.6
505,1000,305258,-4.88,timeout,0,169.41,0.05,0.2209,4.369,147.97,0.6,101.9
506,437,305695,198.85,landed_on_pad,1,70.98,0.05,0.2624,17.666,147.62,0.6,102.1
507,278,305973,235.19,landed_on_pad,1,43.77,0.05,0.1772,32.242,150.0,0.61,102.2
508,382,306355,206.03,landed_on_pad,1,61.08,0.05,0.216,22.307,150.8,0.61,102.3
509,467,306822,-180.3,crashed,0,76.62,0.05,0.1887,-1.961,147.12,0.6,102.4
510,598,307420,181.53,landed_on_pad,1,95.88,0.05,0.2119,16.042,147.19,0.6,102.6
511,546,307966,196.33,landed_on_pad,1,86.16,0.05,0.2661,16.502,147.89,0.6,102.8
512,363,308329,198.48,landed_on_pad,1,56.61,0.05,0.1722,22.652,148.02,0.6,102.9
513,383,308712,124.03,landed_off_pad,0,61.38,0.05,0.2348,23.482,147.5,0.59,103.1
514,543,309255,177.62,landed_on_pad,1,87.36,0.05,0.2341,11.962,149.34,0.6,103.2
515,1000,310255,-67.02,timeout,0,174.39,0.05,0.2725,-0.136,146.63,0.59,103.6
516,476,310731,123.37,landed_off_pad,0,74.76,0.05,0.2678,19.389,145.85,0.58,103.7
517,320,311051,232.46,landed_on_pad,1,49.2,0.05,0.2489,30.821,146.94,0.58,103.8
518,1000,312051,-58.38,timeout,0,174.0,0.05,0.2593,-0.386,145.22,0.58,104.1
519,476,312527,201.02,landed_on_pad,1,73.98,0.05,0.1823,16.073,145.41,0.58,104.3
520,457,312984,139.68,landed_off_pad,0,70.8,0.05,0.3518,21.505,145.34,0.57,104.4
521,1000,313984,-75.93,timeout,0,175.5,0.05,0.2505,2.053,143.62,0.57,104.8
522,692,314676,167.54,landed_on_pad,1,115.92,0.05,0.2384,8.318,143.18,0.57,105.0
523,513,315189,188.6,landed_on_pad,1,84.33,0.05,0.2301,11.312,143.22,0.57,105.2
524,541,315730,198.4,landed_on_pad,1,83.16,0.05,0.1905,15.795,144.06,0.58,105.3
525,402,316132,222.86,landed_on_pad,1,65.01,0.05,0.3387,20.145,144.06,0.58,105.5
526,379,316511,206.17,landed_on_pad,1,58.59,0.05,0.3323,21.392,144.49,0.58,105.6
527,504,317015,112.61,landed_off_pad,0,79.83,0.05,0.2898,16.436,143.63,0.57,105.8
528,617,317632,180.15,landed_on_pad,1,101.82,0.05,0.313,11.064,143.57,0.57,106.0
529,879,318511,124.87,landed_on_pad,1,146.58,0.05,0.2761,3.296,142.94,0.57,106.3
530,399,318910,199.48,landed_on_pad,1,63.18,0.05,0.2093,18.937,143.08,0.57,106.4
531,400,319310,218.57,landed_on_pad,1,61.5,0.05,0.1769,22.809,143.97,0.57,106.5
532,432,319742,210.81,landed_on_pad,1,68.1,0.05,0.3719,18.008,144.48,0.57,106.7
533,439,320181,117.18,landed_off_pad,0,72.3,0.05,0.2638,18.919,144.34,0.56,106.8
534,282,320463,226.34,landed_on_pad,1,43.23,0.05,0.2705,30.73,144.78,0.56,106.9
535,477,320940,104.02,landed_off_pad,0,77.13,0.05,0.2211,15.477,144.52,0.56,107.1
536,493,321433,201.07,landed_on_pad,1,80.67,0.05,0.294,14.765,144.53,0.56,107.2
537,381,321814,226.0,landed_on_pad,1,56.58,0.05,0.2899,25.038,144.6,0.56,107.3
538,644,322458,81.44,landed_off_pad,0,105.84,0.05,0.3062,7.878,143.78,0.55,107.5
539,439,322897,222.77,landed_on_pad,1,69.99,0.05,0.2646,18.352,145.11,0.56,107.7
540,565,323462,103.67,landed_off_pad,0,91.11,0.05,0.2979,13.523,144.8,0.56,107.9
541,1000,324462,-42.82,timeout,0,172.2,0.05,0.3545,-2.199,142.42,0.55,108.2
542,631,325093,191.21,landed_on_pad,1,103.56,0.05,0.2108,11.224,142.18,0.55,108.4
543,308,325401,220.73,landed_on_pad,1,42.39,0.05,0.2194,29.536,142.28,0.55,108.5
544,392,325793,196.58,landed_on_pad,1,62.34,0.05,0.2463,19.513,142.39,0.55,108.6
545,1000,326793,-44.66,timeout,0,174.6,0.05,0.3212,-1.512,142.09,0.55,109.0
546,322,327115,210.07,landed_on_pad,1,50.04,0.05,0.3483,24.221,143.01,0.56,109.1
547,526,327641,218.74,landed_on_pad,1,83.1,0.05,0.1854,16.55,143.52,0.56,109.2
548,1000,328641,-32.29,timeout,0,175.5,0.05,0.313,-1.557,141.33,0.55,109.6
549,1000,329641,-13.01,timeout,0,171.51,0.05,0.2797,0.335,139.17,0.54,109.9
550,417,330058,207.64,landed_on_pad,1,67.86,0.05,0.2874,18.169,140.37,0.55,110.0
551,472,330530,186.93,landed_on_pad,1,77.58,0.05,0.3158,12.474,139.94,0.55,110.6
552,1000,331530,-17.72,timeout,0,171.75,0.05,0.257,0.41,137.68,0.54,110.9
553,313,331843,226.59,landed_on_pad,1,50.82,0.05,0.3827,25.719,137.8,0.54,111.0
554,485,332328,124.03,landed_off_pad,0,81.09,0.05,0.3523,19.989,137.24,0.53,111.2
555,352,332680,236.52,landed_on_pad,1,50.28,0.05,0.2924,25.144,137.43,0.53,111.3
556,508,333188,110.71,landed_off_pad,0,84.96,0.05,0.301,14.056,136.5,0.52,111.5
557,470,333658,208.96,landed_on_pad,1,75.93,0.05,0.4377,10.85,136.69,0.52,111.6
558,336,333994,219.45,landed_on_pad,1,47.76,0.05,0.2998,27.133,136.99,0.52,111.7
