episode,steps,total_steps,return,status,on_pad,fuel,epsilon,loss_mean,q_mean,return_avg100,pad_rate100,seconds
559,422,334416,208.21,landed_on_pad,1,68.25,0.05,0.2811,17.295,137.13,0.52,111.9
560,349,334765,203.99,landed_on_pad,1,55.86,0.05,0.3181,21.247,136.93,0.52,112.0
561,307,335072,204.99,landed_on_pad,1,47.01,0.05,0.2737,24.824,137.02,0.52,112.1
562,405,335477,142.95,landed_off_pad,0,67.11,0.05,0.3141,18.525,136.62,0.51,112.2
563,572,336049,179.6,landed_on_pad,1,90.3,0.05,0.2743,12.92,137.47,0.52,112.4
564,418,336467,218.52,landed_on_pad,1,64.11,0.05,0.2821,19.27,138.78,0.53,112.5
565,301,336768,229.91,landed_on_pad,1,47.46,0.05,0.2135,26.044,139.27,0.53,112.6
566,352,337120,227.06,landed_on_pad,1,56.55,0.05,0.2243,24.56,139.37,0.53,112.8
567,399,337519,213.03,landed_on_pad,1,64.98,0.05,0.2075,17.686,139.74,0.54,112.9
568,422,337941,220.13,landed_on_pad,1,63.81,0.05,0.3027,20.872,140.87,0.55,113.0
569,354,338295,139.55,landed_off_pad,0,55.59,0.05,0.2848,22.697,141.58,0.55,113.1
570,337,338632,222.05,landed_on_pad,1,51.27,0.05,0.2738,19.741,143.04,0.56,113.3
571,299,338931,129.29,landed_off_pad,0,46.53,0.05,0.4018,27.361,143.52,0.56,113.4
572,399,339330,225.05,landed_on_pad,1,62.91,0.05,0.3388,19.594,144.89,0.57,113.5
573,401,339731,223.62,landed_on_pad,1,65.82,0.05,0.2476,19.833,146.25,0.58,113.6
574,394,340125,234.33,landed_on_pad,1,63.84,0.05,0.3236,20.292,146.95,0.58,113.7
575,272,340397,236.64,landed_on_pad,1,38.49,0.05,0.32,33.437,148.46,0.59,113.8
576,429,340826,123.0,landed_off_pad,0,70.56,0.05,0.3357,20.061,147.62,0.58,114.0
577,324,341150,228.09,landed_on_pad,1,50.25,0.05,0.303,25.869,147.89,0.58,114.1
578,296,341446,215.8,landed_on_pad,1,45.9,0.05,0.237,25.785,148.16,0.58,114.2
579,349,341795,205.25,landed_on_pad,1,56.73,0.05,0.346,21.308,147.79,0.58,114.3
580,325,342120,221.3,landed_on_pad,1,52.56,0.05,0.2585,25.957,148.88,0.59,114.4
581,416,342536,191.53,landed_on_pad,1,65.82,0.05,0.3117,17.975,149.87,0.6,114.5
582,333,342869,136.33,landed_off_pad,0,50.25,0.05,0.2834,23.462,150.52,0.6,114.6
583,344,343213,213.41,landed_on_pad,1,52.2,0.05,0.2613,25.542,152.09,0.61,114.8
584,448,343661,113.72,landed_off_pad,0,71.64,0.05,0.2391,16.048,153.67,0.61,114.9
585,402,344063,220.15,landed_on_pad,1,66.99,0.05,0.218,26.48,155.47,0.62,115.0
586,436,344499,200.66,landed_on_pad,1,71.22,0.05,0.2019,16.83,155.38,0.62,115.2
587,426,344925,219.94,landed_on_pad,1,65.31,0.05,0.3881,20.116,158.15,0.63,115.3
588,423,345348,206.6,landed_on_pad,1,65.61,0.05,0.3562,18.637,158.33,0.63,115.5
589,250,345598,139.0,landed_off_pad,0,36.93,0.05,0.3539,34.883,159.02,0.63,115.6
590,339,345937,212.12,landed_on_pad,1,53.82,0.05,0.1974,22.994,160.21,0.64,115.7
591,446,346383,117.34,landed_off_pad,0,73.56,0.05,0.2833,17.243,159.29,0.63,115.8
592,415,346798,214.06,landed_on_pad,1,63.75,0.05,0.2722,22.815,159.43,0.63,116.0
593,428,347226,220.26,landed_on_pad,1,69.99,0.05,0.2627,20.51,160.97,0.64,116.1
594,221,347447,238.63,landed_on_pad,1,33.81,0.05,0.3473,36.378,161.61,0.65,116.2
595,381,347828,213.74,landed_on_pad,1,59.28,0.05,0.264,22.117,161.82,0.65,116.3
596,547,348375,161.28,landed_on_pad,1,90.78,0.05,0.3495,11.327,162.0,0.66,116.5
597,774,349149,152.79,landed_on_pad,1,130.32,0.05,0.3125,4.841,162.44,0.67,116.7
598,439,349588,125.41,landed_off_pad,0,73.05,0.05,0.3215,24.111,162.56,0.67,116.9
599,330,349918,229.54,landed_on_pad,1,48.18,0.05,0.3368,28.011,163.19,0.68,117.0
600,304,350222,141.15,landed_off_pad,0,49.02,0.05,0.1703,26.537,163.82,0.68,117.1
601,260,350482,243.78,landed_on_pad,1,39.45,0.05,0.3071,34.806,164.16,0.68,117.8
602,480,350962,114.2,landed_off_pad,0,78.66,0.05,0.2838,15.062,164.21,0.68,118.1
603,531,351493,114.86,landed_off_pad,0,86.07,0.05,0.3166,10.035,163.8,0.68,118.3
604,521,352014,194.45,landed_on_pad,1,84.39,0.05,0.202,12.986,163.36,0.68,118.5
605,317,352331,231.76,landed_on_pad,1,46.83,0.05,0.3475,28.993,165.72,0.69,118.6
606,381,352712,210.2,landed_on_pad,1,57.48,0.05,0.2541,22.892,165.84,0.69,118.8
607,379,353091,227.67,landed_on_pad,1,58.35,0.05,0.3163,19.767,165.76,0.69,119.0
608,384,353475,136.44,landed_off_pad,0,61.32,0.05,0.2996,19.461,165.06,0.68,119.1
609,353,353828,214.94,landed_on_pad,1,57.06,0.05,0.3239,21.627,169.02,0.69,119.3
610,893,354721,-9.68,landed_off_pad,0,141.57,0.05,0.246,4.701,167.11,0.68,119.7
611,300,355021,215.92,landed_on_pad,1,46.08,0.05,0.4377,25.121,167.3,0.68,119.8
612,274,355295,231.34,landed_on_pad,1,40.02,0.05,0.3423,31.278,167.63,0.68,119.9
613,335,355630,227.46,landed_on_pad,1,48.93,0.05,0.2982,24.356,168.66,0.69,120.1
614,262,355892,129.66,landed_off_pad,0,39.57,0.05,0.2929,29.734,168.18,0.68,120.2
615,656,356548,190.34,landed_on_pad,1,93.48,0.05,0.2562,11.393,170.76,0.69,120.4
616,345,356893,224.98,landed_on_pad,1,51.09,0.05,0.2931,24.835,171.77,0.7,120.6
617,308,357201,125.31,landed_off_pad,0,49.65,0.05,0.3459,28.359,170.7,0.69,120.7
618,323,357524,227.33,landed_on_pad,1,46.08,0.05,0.3963,26.244,173.56,0.7,120.8
619,1000,358524,-39.88,timeout,0,175.71,0.05,0.2842,1.767,171.15,0.69,121.1
620,1000,359524,-36.74,timeout,0,174.15,0.05,0.3251,1.548,169.39,0.69,121.5
621,1000,360524,-41.07,timeout,0,173.76,0.05,0.2543,1.577,169.74,0.69,121.8
622,401,360925,107.35,landed_off_pad,0,64.59,0.05,0.2791,16.593,169.13,0.68,121.9
623,325,361250,213.98,landed_on_pad,1,50.07,0.05,0.3561,24.158,169.39,0.68,122.1
624,471,361721,134.7,landed_off_pad,0,72.63,0.05,0.2615,16.622,168.75,0.67,122.2
625,379,362100,131.21,landed_off_pad,0,61.98,0.05,0.313,19.594,167.83,0.66,122.3
626,748,362848,79.95,landed_off_pad,0,106.05,0.05,0.2524,5.749,166.57,0.65,122.6
627,600,363448,159.32,landed_on_pad,1,99.66,0.05,0.3035,7.927,167.04,0.66,122.8
628,476,363924,169.06,landed_on_pad,1,78.39,0.05,0.3434,12.625,166.93,0.66,122.9
629,319,364243,237.68,landed_on_pad,1,48.72,0.05,0.3663,26.611,168.06,0.66,123.1
630,425,364668,108.0,landed_off_pad,0,69.21,0.05,0.2954,17.636,167.14,0.65,123.2
631,261,364929,223.51,landed_on_pad,1,37.26,0.05,0.2757,25.22,167.19,0.65,123.3
632,966,365895,28.94,landed_off_pad,0,145.89,0.05,0.2979,-0.092,165.37,0.64,123.6
633,333,366228,228.28,landed_on_pad,1,50.49,0.05,0.2497,25.605,166.48,0.65,123.7
634,648,366876,79.89,landed_off_pad,0,107.43,0.05,0.2012,9.011,165.02,0.64,123.9
635,500,367376,179.12,landed_on_pad,1,81.45,0.05,0.3219,11.885,165.77,0.65,124.1
636,1000,368376,-100.39,timeout,0,171.9,0.05,0.2816,3.076,162.75,0.64,124.4
637,819,369195,51.31,landed_off_pad,0,136.05,0.05,0.3211,1.022,161.01,0.63,124.7
638,309,369504,229.01,landed_on_pad,1,48.36,0.05,0.2453,24.29,162.48,0.64,124.8
639,318,369822,216.14,landed_on_pad,1,49.86,0.05,0.3965,23.704,162.42,0.64,124.9
640,1000,370822,-115.0,timeout,0,168.39,0.05,0.246,2.273,160.23,0.64,125.2
641,289,371111,237.2,landed_on_pad,1,42.99,0.05,0.3446,29.959,163.03,0.65,125.3
642,670,371781,177.54,landed_on_pad,1,104.52,0.05,0.3553,16.335,162.89,0.65,125.7
643,600,372381,100.98,landed_off_pad,0,98.4,0.05,0.282,12.994,161.7,0.64,125.9
644,334,372715,109.17,landed_off_pad,0,51.36,0.05,0.2588,18.591,160.82,0.63,126.1
645,660,373375,68.82,landed_off_pad,0,108.06,0.05,0.336,6.74,161.96,0.63,126.3
646,317,373692,227.24,landed_on_pad,1,49.53,0.05,0.401,25.408,162.13,0.63,126.4
647,485,374177,106.14,landed_off_pad,0,78.69,0.05,0.2456,15.618,161.0,0.62,126.6
648,363,374540,237.53,landed_on_pad,1,53.85,0.05,0.3529,24.096,163.7,0.63,126.7
649,299,374839,214.05,landed_on_pad,1,46.98,0.05,0.2536,29.325,165.97,0.64,126.8
650,1000,375839,-30.98,timeout,0,169.86,0.05,0.3019,-1.072,163.59,0.63,127.1
651,350,376189,148.92,landed_off_pad,0,54.15,0.05,0.2171,24.262,163.21,0.62,127.9
652,1000,377189,-31.05,timeout,0,170.79,0.05,0.2549,-1.634,163.07,0.62,128.2
653,1000,378189,-48.8,timeout,0,172.41,0.05,0.2657,-0.173,160.32,0.61,128.6
654,317,378506,237.82,landed_on_pad,1,50.1,0.05,0.3355,27.162,161.46,0.62,128.7
655,435,378941,219.1,landed_on_pad,1,67.77,0.05,0.2068,16.162,161.28,0.62,128.8
656,1000,379941,29.92,timeout,0,145.83,0.05,0.3026,5.257,160.47,0.62,129.2
657,519,380460,189.85,landed_on_pad,1,83.46,0.05,0.2634,13.723,160.28,0.62,129.3
658,241,380701,231.63,landed_on_pad,1,36.69,0.05,0.224,32.043,160.4,0.62,129.4
659,273,380974,148.94,landed_off_pad,0,41.73,0.05,0.3027,29.642,159.81,0.61,129.5
660,1000,381974,-55.91,timeout,0,176.13,0.05,0.2998,0.084,157.21,0.6,129.8
661,1000,382974,-15.23,timeout,0,172.86,0.05,0.2225,1.048,155.01,0.59,130.2
662,436,383410,115.56,landed_off_pad,0,69.12,0.05,0.3635,16.862,154.74,0.59,130.3
663,306,383716,131.57,landed_off_pad,0,46.89,0.05,0.277,23.898,154.26,0.58,130.4
664,1000,384716,-52.32,timeout,0,172.08,0.05,0.2215,-0.876,151.55,0.57,130.8
665,1000,385716,-22.81,timeout,0,172.08,0.05,0.2169,1.073,149.02,0.56,131.1
666,1000,386716,-73.25,timeout,0,174.09,0.05,0.2506,-0.672,146.02,0.55,131.4
667,1000,387716,-43.69,timeout,0,171.12,0.05,0.2785,0.832,143.45,0.54,131.7
668,284,388000,228.22,landed_on_pad,1,42.06,0.05,0.3194,28.776,143.53,0.54,131.8
669,1000,389000,-10.71,timeout,0,173.16,0.05,0.2763,1.044,142.03,0.54,132.2
670,1000,390000,-48.83,timeout,0,173.01,0.05,0.2245,-1.232,139.32,0.53,132.5
671,918,390918,-14.24,landed_off_pad,0,153.57,0.05,0.3317,-0.522,137.88,0.53,132.8
672,1000,391918,-60.89,timeout,0,171.15,0.05,0.2863,3.325,135.02,0.52,133.1
673,235,392153,135.76,landed_off_pad,0,34.83,0.05,0.3141,33.517,134.15,0.51,133.2
674,1000,393153,-44.27,timeout,0,171.78,0.05,0.2248,0.319,131.36,0.5,133.6
675,1000,394153,-37.06,timeout,0,172.08,0.05,0.2721,-1.537,128.62,0.49,133.9
676,1000,395153,-31.88,timeout,0,174.21,0.05,0.237,0.768,127.07,0.49,134.2
677,1000,396153,-69.27,timeout,0,171.72,0.05,0.2417,-2.529,124.1,0.48,134.5
678,1000,397153,-76.17,timeout,0,171.66,0.05,0.2775,0.684,121.18,0.47,134.9
679,301,397454,211.95,landed_on_pad,1,46.74,0.05,0.2554,25.387,121.25,0.47,135.0
680,1000,398454,-60.78,timeout,0,171.54,0.05,0.2733,1.771,118.43,0.46,135.3
681,262,398716,230.99,landed_on_pad,1,41.79,0.05,0.1673,30.196,118.82,0.46,135.4
682,314,399030,232.31,landed_on_pad,1,49.83,0.05,0.2451,30.444,119.78,0.47,135.5
683,686,399716,187.33,landed_on_pad,1,109.44,0.05,0.2053,9.573,119.52,0.47,135.7
684,411,400127,132.33,landed_off_pad,0,66.45,0.05,0.1774,15.4,119.71,0.47,135.9
685,1000,401127,-42.97,timeout,0,167.97,0.05,0.2375,0.589,117.08,0.46,136.2
686,481,401608,61.68,landed_off_pad,0,75.93,0.05,0.1918,13.23,115.69,0.45,136.3
687,371,401979,138.61,landed_off_pad,0,58.05,0.05,0.1984,26.146,114.87,0.44,136.5
688,354,402333,222.37,landed_on_pad,1,55.29,0.05,0.1483,25.426,115.03,0.44,136.6
689,335,402668,219.49,landed_on_pad,1,53.04,0.05,0.2899,24.912,115.83,0.45,136.7
690,315,402983,216.12,landed_on_pad,1,47.97,0.05,0.245,30.032,115.88,0.45,136.8
691,1000,403983,-45.02,timeout,0,174.21,0.05,0.2411,-0.381,114.25,0.45,137.1
692,317,404300,225.04,landed_on_pad,1,49.14,0.05,0.2148,27.001,114.36,0.45,137.2
693,353,404653,216.22,landed_on_pad,1,55.47,0.05,0.1662,24.324,114.32,0.45,137.4
694,391,405044,207.1,landed_on_pad,1,62.85,0.05,0.1666,19.772,114.01,0.45,137.5
695,426,405470,215.23,landed_on_pad,1,67.62,0.05,0.2375,17.484,114.02,0.45,137.6
696,1000,406470,2.46,timeout,0,158.25,0.05,0.2489,3.761,112.43,0.44,138.0
697,1000,407470,-62.38,timeout,0,171.39,0.05,0.2562,-2.737,110.28,0.43,138.3
698,658,408128,80.14,landed_off_pad,0,106.38,0.05,0.2809,7.632,109.83,0.43,138.6
699,314,408442,224.9,landed_on_pad,1,50.37,0.05,0.2573,26.103,109.78,0.43,138.7
700,488,408930,106.47,landed_off_pad,0,80.01,0.05,0.2742,16.102,109.43,0.43,138.8
701,230,409160,229.79,landed_on_pad,1,35.37,0.05,0.2154,36.38,109.29,0.43,139.4
702,459,409619,214.44,landed_on_pad,1,72.36,0.05,0.1528,24.143,110.3,0.44,139.6
703,364,409983,212.18,landed_on_pad,1,51.3,0.05,0.2925,24.327,111.27,0.45,139.7
704,197,410180,236.53,landed_on_pad,1,30.33,0.05,0.2578,42.476,111.69,0.45,139.8
705,359,410539,212.34,landed_on_pad,1,54.9,0.05,0.19,25.671,111.5,0.45,139.9
706,1000,411539,-45.23,timeout,0,170.07,0.05,0.212,1.165,108.94,0.44,140.2
707,1000,412539,-54.34,timeout,0,169.71,0.05,0.2148,-0.819,106.12,0.43,140.6
708,324,412863,217.71,landed_on_pad,1,51.15,0.05,0.2445,23.348,106.94,0.44,140.7
709,339,413202,227.78,landed_on_pad,1,52.77,0.05,0.1935,28.927,107.06,0.44,140.8
710,1000,414202,-61.61,timeout,0,171.72,0.05,0.2587,-2.63,106.54,0.44,141.1
711,314,414516,217.67,landed_on_pad,1,47.55,0.05,0.2245,29.574,106.56,0.44,141.2
712,322,414838,227.31,landed_on_pad,1,49.47,0.05,0.2187,28.085,106.52,0.44,141.3
713,470,415308,70.75,landed_off_pad,0,76.68,0.05,0.2663,9.805,104.95,0.43,141.5
714,1000,416308,-47.69,timeout,0,171.21,0.05,0.1841,-0.23,103.18,0.43,141.8
715,831,417139,141.14,landed_on_pad,1,135.63,0.05,0.2031,4.701,102.69,0.43,142.1
716,329,417468,242.79,landed_on_pad,1,52.59,0.05,0.1483,28.307,102.87,0.43,142.2
717,292,417760,218.28,landed_on_pad,1,45.99,0.05,0.2366,30.061,103.8,0.44,142.3
718,260,418020,221.83,landed_on_pad,1,40.38,0.05,0.1954,32.905,103.74,0.44,142.4
719,413,418433,-364.77,crashed,0,75.93,0.05,0.2411,-2.881,100.49,0.44,142.5
720,455,418888,104.25,landed_off_pad,0,70.98,0.05,0.3082,14.281,101.9,0.44,142.7
721,632,419520,89.89,landed_off_pad,0,103.92,0.05,0.2917,7.394,103.21,0.44,142.9
722,265,419785,245.61,landed_on_pad,1,40.26,0.05,0.214,34.7,104.59,0.45,143.0
723,758,420543,77.08,landed_off_pad,0,122.01,0.05,0.2717,7.592,103.23,0.44,143.2
724,335,420878,225.8,landed_on_pad,1,51.6,0.05,0.1809,25.548,104.14,0.45,143.4
725,716,421594,161.77,landed_on_pad,1,116.91,0.05,0.259,6.11,104.44,0.46,143.6
726,452,422046,217.92,landed_on_pad,1,73.14,0.05,0.2266,19.251,105.82,0.47,143.7
727,302,422348,253.46,landed_on_pad,1,45.18,0.05,0.1963,33.276,106.76,0.47,143.8
728,354,422702,227.32,landed_on_pad,1,58.11,0.05,0.1645,21.711,107.35,0.47,144.0
729,256,422958,234.57,landed_on_pad,1,40.53,0.05,0.3046,35.242,107.32,0.47,144.1
730,365,423323,210.19,landed_on_pad,1,60.63,0.05,0.1653,19.867,108.34,0.48,144.2
731,345,423668,214.8,landed_on_pad,1,52.8,0.05,0.2449,21.175,108.25,0.48,144.3
732,325,423993,227.18,landed_on_pad,1,50.97,0.05,0.2022,28.295,110.23,0.49,144.4
733,322,424315,215.17,landed_on_pad,1,51.69,0.05,0.28,24.997,110.1,0.49,144.5
734,508,424823,215.38,landed_on_pad,1,81.9,0.05,0.2166,15.525,111.46,0.5,144.7
735,356,425179,206.57,landed_on_pad,1,54.87,0.05,0.2918,22.722,111.73,0.5,144.8
736,528,425707,201.22,landed_on_pad,1,86.28,0.05,0.3097,12.835,114.75,0.51,145.0
737,606,426313,174.58,landed_on_pad,1,98.94,0.05,0.2866,8.242,115.98,0.52,145.2
738,343,426656,237.83,landed_on_pad,1,54.39,0.05,0.2419,24.937,116.07,0.52,145.3
739,490,427146,206.68,landed_on_pad,1,79.5,0.05,0.2821,12.867,115.97,0.52,145.5
740,350,427496,232.01,landed_on_pad,1,54.81,0.05,0.2451,27.079,119.44,0.53,145.6
741,283,427779,237.3,landed_on_pad,1,43.11,0.05,0.1683,30.73,119.44,0.53,145.7
742,1000,428779,-44.78,timeout,0,171.51,0.05,0.2416,-2.325,117.22,0.52,146.0
743,375,429154,133.02,landed_off_pad,0,59.88,0.05,0.1762,22.09,117.54,0.52,146.2
744,249,429403,243.54,landed_on_pad,1,34.68,0.05,0.2809,37.167,118.88,0.53,146.2
745,412,429815,209.17,landed_on_pad,1,65.43,0.05,0.224,24.742,120.29,0.54,146.4
746,359,430174,143.1,landed_off_pad,0,54.75,0.05,0.2337,25.777,119.45,0.53,146.5
747,309,430483,231.13,landed_on_pad,1,47.37,0.05,0.3649,26.466,120.7,0.54,146.6
748,392,430875,119.47,landed_off_pad,0,62.67,0.05,0.2467,16.947,119.52,0.53,146.7
749,429,431304,215.53,landed_on_pad,1,67.86,0.05,0.175,21.083,119.53,0.53,146.9
750,393,431697,134.43,landed_off_pad,0,62.01,0.05,0.2365,19.717,121.19,0.53,147.0
751,527,432224,102.19,landed_off_pad,0,83.31,0.05,0.1841,14.261,120.72,0.53,147.6
752,247,432471,247.38,landed_on_pad,1,38.28,0.05,0.2653,36.24,123.5,0.54,147.7
753,307,432778,223.55,landed_on_pad,1,45.45,0.05,0.2261,29.963,126.23,0.55,147.8
754,260,433038,229.31,landed_on_pad,1,40.2,0.05,0.2308,36.309,126.14,0.55,147.9
755,594,433632,98.64,landed_off_pad,0,94.68,0.05,0.2726,11.022,124.94,0.54,148.1
756,487,434119,111.49,landed_off_pad,0,78.6,0.05,0.2627,13.899,125.75,0.54,148.2
757,321,434440,122.12,landed_off_pad,0,50.97,0.05,0.1828,21.886,125.07,0.53,148.4
758,231,434671,236.06,landed_on_pad,1,35.25,0.05,0.2464,36.367,125.12,0.53,148.4
759,234,434905,250.3,landed_on_pad,1,34.83,0.05,0.2678,36.713,126.13,0.54,148.5
760,479,435384,202.34,landed_on_pad,1,80.52,0.05,0.2316,20.033,128.71,0.55,148.7
761,440,435824,122.91,landed_off_pad,0,68.88,0.05,0.3227,19.506,130.1,0.55,148.8
762,400,436224,232.59,landed_on_pad,1,60.87,0.05,0.2383,23.922,131.27,0.56,148.9
763,370,436594,227.96,landed_on_pad,1,58.98,0.05,0.2052,28.958,132.23,0.57,149.1
764,400,436994,227.83,landed_on_pad,1,61.56,0.05,0.2327,22.883,135.03,0.58,149.2
765,212,437206,249.97,landed_on_pad,1,31.95,0.05,0.4062,44.082,137.76,0.59,149.3
766,345,437551,201.32,landed_on_pad,1,55.5,0.05,0.2557,20.432,140.51,0.6,149.4
767,283,437834,240.05,landed_on_pad,1,41.82,0.05,0.1846,31.353,143.34,0.61,149.5
768,261,438095,149.13,landed_off_pad,0,41.91,0.05,0.2378,29.675,142.55,0.6,149.6
769,252,438347,229.63,landed_on_pad,1,37.95,0.05,0.2767,32.075,144.96,0.61,149.7
770,356,438703,216.02,landed_on_pad,1,58.02,0.05,0.3598,20.237,147.6,0.62,149.8
771,250,438953,132.82,landed_off_pad,0,37.32,0.05,0.1905,30.113,149.07,0.62,149.9
772,394,439347,208.05,landed_on_pad,1,63.63,0.05,0.2355,18.107,151.76,0.63,150.0
773,268,439615,155.13,landed_off_pad,0,40.56,0.05,0.2018,33.326,151.96,0.63,150.1
774,455,440070,118.53,landed_off_pad,0,73.92,0.05,0.2621,14.114,153.59,0.63,150.2
775,423,440493,215.19,landed_on_pad,1,66.78,0.05,0.359,22.526,156.11,0.64,150.4
776,518,441011,197.96,landed_on_pad,1,81.15,0.05,0.2881,12.029,158.41,0.65,150.6
777,359,441370,232.12,landed_on_pad,1,57.0,0.05,0.2678,24.16,161.42,0.66,150.7
778,379,441749,216.33,landed_on_pad,1,60.75,0.05,0.2608,19.611,164.35,0.67,150.8
779,602,442351,181.58,landed_on_pad,1,93.84,0.05,0.1907,12.701,164.04,0.67,151.0
780,364,442715,138.56,landed_off_pad,0,57.63,0.05,0.3078,23.602,166.04,0.67,151.1
781,284,442999,149.39,landed_off_pad,0,43.56,0.05,0.2215,28.479,165.22,0.66,151.2
782,237,443236,234.22,landed_on_pad,1,35.28,0.05,0.3194,36.01,165.24,0.66,151.3
783,254,443490,139.15,landed_off_pad,0,36.69,0.05,0.3012,34.379,164.76,0.65,151.4
784,754,444244,160.74,landed_on_pad,1,125.28,0.05,0.291,5.485,165.04,0.66,151.6
785,432,444676,231.07,landed_on_pad,1,66.03,0.05,0.2675,22.21,167.78,0.67,151.8
786,329,445005,136.02,landed_off_pad,0,50.79,0.05,0.2098,22.457,168.52,0.67,151.9
787,286,445291,242.25,landed_on_pad,1,43.86,0.05,0.2137,34.319,169.56,0.68,152.0
788,551,445842,98.99,landed_off_pad,0,90.09,0.05,0.2566,11.173,168.33,0.67,152.2
789,266,446108,158.47,landed_off_pad,0,40.95,0.05,0.2156,31.357,167.72,0.66,152.3
790,375,446483,131.78,landed_off_pad,0,55.83,0.05,0.1874,24.698,166.87,0.65,152.4
791,268,446751,245.33,landed_on_pad,1,42.6,0.05,0.2151,32.677,169.78,0.66,152.5
792,387,447138,226.33,landed_on_pad,1,63.72,0.05,0.2067,19.946,169.79,0.66,152.6
793,243,447381,239.21,landed_on_pad,1,38.64,0.05,0.2372,32.926,170.02,0.66,152.7
794,421,447802,201.68,landed_on_pad,1,65.88,0.05,0.2122,16.979,169.97,0.66,152.8
795,453,448255,116.35,landed_off_pad,0,71.73,0.05,0.3385,16.981,168.98,0.65,153.0
796,388,448643,113.09,landed_off_pad,0,58.11,0.05,0.2435,20.068,170.08,0.65,153.1
797,439,449082,228.18,landed_on_pad,1,70.44,0.05,0.2851,20.513,172.99,0.66,153.2
798,353,449435,217.79,landed_on_pad,1,55.5,0.05,0.2284,21.774,174.37,0.67,153.4
799,255,449690,229.53,landed_on_pad,1,38.22,0.05,0.3457,35.897,174.41,0.67,153.5
800,297,449987,242.45,landed_on_pad,1,47.28,0.05,0.2238,27.968,175.77,0.68,153.5
801,1000,450987,-45.43,timeout,0,171.99,0.05,0.2626,-2.925,173.02,0.67,154.3
802,323,451310,218.75,landed_on_pad,1,51.9,0.05,0.1502,23.052,173.06,0.67,154.4
803,778,452088,162.41,landed_on_pad,1,125.85,0.05,0.2134,7.618,172.57,0.67,154.7
804,306,452394,211.33,landed_on_pad,1,47.97,0.05,0.2737,22.573,172.31,0.67,154.8
805,452,452846,202.62,landed_on_pad,1,73.83,0.05,0.3508,12.445,172.22,0.67,154.9
806,284,453130,239.41,landed_on_pad,1,44.22,0.05,0.2134,29.91,175.06,0.68,155.0
807,281,453411,253.04,landed_on_pad,1,45.57,0.05,0.233,28.946,178.14,0.69,155.1
808,517,453928,172.35,landed_on_pad,1,85.26,0.05,0.2895,10.298,177.68,0.69,155.3
809,244,454172,137.64,landed_off_pad,0,36.72,0.05,0.3206,31.863,176.78,0.68,155.4
810,275,454447,236.1,landed_on_pad,1,43.26,0.05,0.1197,29.023,179.76,0.69,155.5
811,301,454748,208.85,landed_on_pad,1,47.28,0.05,0.2874,26.854,179.67,0.69,155.6
812,441,455189,192.26,landed_on_pad,1,69.84,0.05,0.2014,13.477,179.32,0.69,155.7
813,231,455420,244.99,landed_on_pad,1,35.4,0.05,0.2291,38.222,181.06,0.7,155.8
814,307,455727,227.69,landed_on_pad,1,49.47,0.05,0.2051,25.496,183.82,0.71,155.9
815,354,456081,124.55,landed_off_pad,0,54.9,0.05,0.3307,19.846,183.65,0.7,156.0
816,269,456350,238.85,landed_on_pad,1,38.52,0.05,0.3196,33.784,183.61,0.7,156.1
817,216,456566,242.89,landed_on_pad,1,31.02,0.05,0.2312,45.695,183.86,0.7,156.2
818,274,456840,138.83,landed_off_pad,0,36.72,0.05,0.2858,31.161,183.03,0.69,156.3
819,211,457051,276.82,landed_on_pad,1,26.7,0.05,0.2152,24.698,189.44,0.7,156.3
820,570,457621,120.59,landed_off_pad,0,90.81,0.05,0.2966,11.104,189.61,0.7,156.5
821,385,458006,210.03,landed_on_pad,1,61.89,0.05,0.2276,16.851,190.81,0.71,156.7
822,238,458244,216.3,landed_on_pad,1,37.47,0.05,0.3187,36.194,190.51,0.71,156.7
823,484,458728,192.56,landed_on_pad,1,76.23,0.05,0.2248,14.898,191.67,0.72,156.9
824,396,459124,221.36,landed_on_pad,1,60.15,0.05,0.2978,17.986,191.62,0.72,157.1
825,288,459412,249.81,landed_on_pad,1,45.54,0.05,0.2137,32.937,192.5,0.72,157.2
826,298,459710,235.24,landed_on_pad,1,44.73,0.05,0.2093,29.472,192.68,0.72,157.3
827,1000,460710,-49.06,timeout,0,170.61,0.05,0.2533,-0.723,189.65,0.71,157.6
828,591,461301,84.2,landed_off_pad,0,95.58,0.05,0.2147,7.465,188.22,0.7,157.8
829,263,461564,153.69,landed_off_pad,0,38.97,0.05,0.3007,32.863,187.41,0.69,157.9
830,275,461839,155.65,landed_off_pad,0,37.62,0.05,0.2779,35.468,186.87,0.68,158.0
831,1000,462839,-5.72,timeout,0,170.34,0.05,0.2262,-1.286,184.66,0.67,158.3
832,897,463736,52.96,landed_off_pad,0,147.72,0.05,0.3669,3.992,182.92,0.66,158.6
833,518,464254,117.33,landed_off_pad,0,81.24,0.05,0.2687,14.228,181.94,0.65,158.8
834,227,464481,255.77,landed_on_pad,1,33.09,0.05,0.2119,40.116,182.35,0.65,158.9
835,273,464754,245.69,landed_on_pad,1,43.26,0.05,0.1517,30.296,182.74,0.65,159.0
836,178,464932,272.17,landed_on_pad,1,25.38,0.05,0.2783,53.954,183.45,0.65,159.0
837,374,465306,234.09,landed_on_pad,1,55.92,0.05,0.2373,25.78,184.04,0.65,159.2
838,1000,466306,-27.52,timeout,0,172.83,0.05,0.2455,-3.102,181.39,0.64,159.5
